,index,Asset amount,Asset date acquired,Asset type,Respondent ID,Asset data ID,Asset possesion type,debit acc,debit amt,credit acc,credit amt
1166,1166,1500000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1167,1167,1500000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1168,1168,1500000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1169,1169,1500000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1170,1170,1500000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1171,1171,1500000.0,2009-04-15,"Building (factory, office, reception…)",4537.0,AS00001850,Own,building,1500000.0,equity,1500000.0
1172,1172,240000.0,2017-12-21,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1173,1173,240000.0,2017-12-21,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1174,1174,240000.0,2017-12-21,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1175,1175,240000.0,2017-12-21,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1176,1176,240000.0,2017-12-21,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1177,1177,240000.0,2009-04-12,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1178,1178,240000.0,2009-04-12,Machinery,4537.0,AS00000905,Own,equipment,240000.0,equity,240000.0
1179,1179,80000.0,2017-11-24,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1180,1180,80000.0,2017-11-24,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1181,1181,80000.0,2017-11-24,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1182,1182,80000.0,2017-11-24,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1183,1183,80000.0,2017-11-24,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1184,1184,80000.0,2009-04-15,Machinery,4537.0,AS00000902,Own,equipment,80000.0,equity,80000.0
1185,1185,10000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1186,1186,10000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1187,1187,10000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1188,1188,10000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1189,1189,10000.0,2017-11-24,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1190,1190,10000.0,2009-05-15,"Building (factory, office, reception…)",4537.0,AS00000903,Own,building,10000.0,equity,10000.0
1191,1191,15000.0,2017-01-24,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1192,1192,15000.0,2017-01-24,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1193,1193,15000.0,2017-01-24,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1194,1194,15000.0,2017-01-24,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1195,1195,15000.0,2017-01-24,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1196,1196,15000.0,2009-05-16,"Building (factory, office, reception…)",4537.0,AS00000904,Own,building,15000.0,equity,15000.0
1197,1197,4000.0,2019-03-20,Machinery,4538.0,AS00001228,Rent,,,,
1198,1198,6000.0,2019-02-28,"Building (factory, office, reception…)",4538.0,AS00001229,Rent,,,,
1199,1199,4000.0,2021-03-20,Machinery,4538.0,AS00001676,Own,equipment,4000.0,equity,4000.0
1200,1200,4000.0,2021-03-20,Machinery,4538.0,AS00001676,Own,equipment,4000.0,equity,4000.0
1201,1201,4000.0,2021-03-20,Machinery,4538.0,AS00001676,Own,equipment,4000.0,equity,4000.0
1202,1202,4000.0,2021-03-20,Machinery,4538.0,AS00001676,Own,equipment,4000.0,equity,4000.0
1203,1203,3000.0,2009-09-30,Machinery,4539.0,AS00000889,Own,equipment,3000.0,equity,3000.0
1204,1204,3000.0,2020-11-25,Machinery,4539.0,AS00001879,Own,equipment,3000.0,equity,3000.0
1205,1205,10000.0,2021-04-22,"Building (factory, office, reception…)",4539.0,AS00001880,Own,building,10000.0,equity,10000.0
1206,1206,700.0,2010-09-10,Land,4541.0,AS00000884,Rent,,,,
1207,1207,30000.0,2012-09-07,Machinery,4541.0,AS00000885,Own,equipment,30000.0,equity,30000.0
1208,1208,8000.0,2013-01-17,Machinery,4541.0,AS00000886,Own,equipment,8000.0,equity,8000.0
1209,1209,25000.0,2013-02-22,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001367,Own,equipment,25000.0,equity,25000.0
1210,1210,25000.0,2013-02-22,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001367,Own,equipment,25000.0,equity,25000.0
1211,1211,25000.0,2013-02-22,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001367,Own,equipment,25000.0,equity,25000.0
1212,1212,25000.0,2013-02-22,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001367,Own,equipment,25000.0,equity,25000.0
1213,1213,25000.0,2005-06-15,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001367,Own,equipment,25000.0,equity,25000.0
1214,1214,15000.0,2019-05-10,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001974,Own,equipment,15000.0,equity,15000.0
1215,1215,15000.0,2019-05-10,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001974,Own,equipment,15000.0,equity,15000.0
1216,1216,15000.0,2019-05-10,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001974,Own,equipment,15000.0,equity,15000.0
1217,1217,15000.0,2019-05-10,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001974,Own,equipment,15000.0,equity,15000.0
1218,1218,550.0,2009-12-29,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1219,1219,550.0,2009-12-29,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1220,1220,550.0,2009-12-29,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1221,1221,550.0,2009-12-29,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1222,1222,550.0,2002-04-20,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1223,1223,550.0,,"Inventory (stock, raw material)",4544.0,AS00001897,Own,,,,
1224,1224,2000.0,2019-03-10,"Inventory (stock, raw material)",4544.0,AS00001896,Own,,,,
1225,1225,2000.0,2019-03-10,"Inventory (stock, raw material)",4544.0,AS00001896,Own,,,,
1226,1226,2000.0,2019-03-10,"Inventory (stock, raw material)",4544.0,AS00001896,Own,,,,
1227,1227,2000.0,2019-03-10,"Inventory (stock, raw material)",4544.0,AS00001896,Own,,,,
1228,1228,12500.0,2021-01-18,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,12500.0,equity,12500.0
1229,1229,125000.0,2021-01-18,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,125000.0,equity,125000.0
1230,1230,125000.0,2021-01-18,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,125000.0,equity,125000.0
1231,1231,125000.0,2021-01-18,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,125000.0,equity,125000.0
1232,1232,125000.0,2021-01-18,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,125000.0,equity,125000.0
1233,1233,125000.0,2013-05-10,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001973,Own,equipment,125000.0,equity,125000.0
1234,1234,45000.0,2019-06-15,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001972,Own,equipment,45000.0,equity,45000.0
1235,1235,45000.0,2019-06-15,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001972,Own,equipment,45000.0,equity,45000.0
1236,1236,45000.0,2019-06-15,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001972,Own,equipment,45000.0,equity,45000.0
1237,1237,45000.0,2019-06-15,"Electrical appliances (fan, vacuum cleaner...)",4544.0,AS00001972,Own,equipment,45000.0,equity,45000.0
1238,1238,40000.0,2021-08-17,Livestock related assets,4544.0,AS00005001,Own,live stock,40000.0,equity,40000.0
1239,1239,40000.0,2021-08-17,Livestock related assets,4544.0,AS00005001,Own,live stock,40000.0,equity,40000.0
1240,1240,40000.0,2021-08-17,Livestock related assets,4544.0,AS00005001,Own,live stock,40000.0,equity,40000.0
1241,1241,200000.0,2009-12-29,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1242,1242,200000.0,2009-12-29,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1243,1243,200000.0,2009-12-29,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1244,1244,200000.0,2009-12-29,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1245,1245,200000.0,2009-12-29,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1246,1246,200000.0,2002-04-20,Land,4544.0,AS00001315,Own,land,200000.0,equity,200000.0
1247,1247,3200000.0,2010-04-08,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1248,1248,3200000.0,2010-04-08,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1249,1249,3200000.0,2010-04-08,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1250,1250,3200000.0,2010-04-08,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1251,1251,3200000.0,2010-04-08,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1252,1252,3200000.0,2002-07-30,Livestock related assets,4544.0,AS00001317,Own,live stock,3200000.0,equity,3200000.0
1253,1253,380000.0,2021-01-16,"Vehicles (cars, motorbikes, bicycles, truck, bus, tractor…)",4544.0,AS00001763,Own,equipment,380000.0,equity,380000.0
1254,1254,380000.0,2021-01-16,Machinery,4544.0,AS00001763,Own,equipment,380000.0,equity,380000.0
1255,1255,380000.0,2021-01-16,Machinery,4544.0,AS00001763,Own,equipment,380000.0,equity,380000.0
1256,1256,380000.0,2021-01-16,Machinery,4544.0,AS00001763,Own,equipment,380000.0,equity,380000.0
1257,1257,380000.0,2021-01-16,Machinery,4544.0,AS00001763,Own,equipment,380000.0,equity,380000.0
1258,1258,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1259,1259,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1260,1260,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1261,1261,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1262,1262,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1263,1263,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1264,1264,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1265,1265,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1266,1266,45000.0,2021-05-10,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1267,1267,45000.0,,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1268,1268,45000.0,,Livestock related assets,4544.0,AS00002732,Own,live stock,45000.0,equity,45000.0
1269,1269,15000.0,2021-09-28,Livestock related assets,4544.0,AS00005304,Own,live stock,15000.0,equity,15000.0
1270,1270,15000.0,2021-09-28,Livestock related assets,4544.0,AS00005304,Own,live stock,15000.0,equity,15000.0
1271,1271,15000.0,2021-11-19,Livestock related assets,4544.0,AS00005880,Own,live stock,15000.0,equity,15000.0
1272,1272,15000.0,2021-11-19,Livestock related assets,4544.0,AS00005880,Own,live stock,15000.0,equity,15000.0
1273,1273,15000.0,2021-11-19,Livestock related assets,4544.0,AS00005880,Own,live stock,15000.0,equity,15000.0
1274,1274,20000.0,2021-12-23,Livestock related assets,4544.0,AS00007814,Own,live stock,20000.0,equity,20000.0
1275,1275,20000.0,2021-12-23,Livestock related assets,4544.0,AS00007814,Own,live stock,20000.0,equity,20000.0
1276,1276,20000.0,2021-12-23,Livestock related assets,4544.0,AS00007814,Own,live stock,20000.0,equity,20000.0
1277,1277,10000.0,2022-01-06,Livestock related assets,4544.0,AS00008085,Own,live stock,10000.0,equity,10000.0
1278,1278,60000.0,2022-03-09,Livestock related assets,4544.0,AS00008274,Own,live stock,60000.0,equity,60000.0
1279,1279,10000.0,2022-04-06,Livestock related assets,4544.0,AS00008285,Own,live stock,10000.0,equity,10000.0
1280,1280,100000.0,2014-08-29,"Electrical appliances (fan, vacuum cleaner...)",4568.0,AS00000998,Own,equipment,100000.0,equity,100000.0
1281,1281,15000.0,2014-06-08,"Building (factory, office, reception…)",4568.0,AS00000999,Rent,,,,
1282,1282,4000.0,2016-12-21,"Furniture (office : desks, chairs, tables, cupboards..…)",4568.0,AS00001779,Own,equipment,4000.0,equity,4000.0
1283,1283,2000.0,2014-10-07,Other (specify),4568.0,AS00001780,Own,equipment,2000.0,equity,2000.0
1284,1284,100000.0,2017-04-23,Machinery,4569.0,AS00001547,Own,equipment,100000.0,equity,100000.0
1285,1285,20000.0,2016-04-23,Machinery,4569.0,AS00001548,Own,equipment,20000.0,equity,20000.0
1286,1286,42000.0,2017-04-23,Machinery,4569.0,AS00001557,Own,equipment,42000.0,equity,42000.0
1287,1287,8000.0,2017-04-23,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4569.0,AS00001558,Own,equipment,8000.0,equity,8000.0
1288,1288,20000.0,2018-04-23,Machinery,4569.0,AS00001549,Own,equipment,20000.0,equity,20000.0
1289,1289,10000.0,2018-04-23,Machinery,4569.0,AS00001556,Own,equipment,10000.0,equity,10000.0
1290,1290,1560.0,2016-04-23,"Building (factory, office, reception…)",4569.0,AS00001559,Rent,,,,
1291,1291,800.0,2016-03-25,Machinery,4570.0,AS00000900,Own,equipment,800.0,equity,800.0
1292,1292,300.0,2016-03-24,Machinery,4570.0,AS00000898,Own,equipment,300.0,equity,300.0
1293,1293,500.0,2019-05-23,Other (specify),4570.0,AS00000901,Own,equipment,500.0,equity,500.0
1294,1294,30000.0,2015-09-25,Machinery,4570.0,AS00000899,Own,equipment,30000.0,equity,30000.0
1295,1295,30000.0,2015-09-25,Machinery,4570.0,AS00000899,Own,equipment,30000.0,equity,30000.0
1296,1296,1000.0,2015-07-30,"Building (factory, office, reception…)",4570.0,AS00005408,Rent,,,,
1297,1297,1000.0,2015-07-30,Land,4570.0,AS00005408,Rent,,,,
1298,1298,55000.0,2019-04-25,Machinery,4572.0,AS00000995,Own,equipment,55000.0,equity,55000.0
1299,1299,22000.0,2019-04-11,"Computers (laptop, desktop, display, keyboard, mouse)",4572.0,AS00000997,Own,equipment,22000.0,equity,22000.0
1300,1300,11000.0,2019-04-25,"Furniture (office : desks, chairs, tables, cupboards..…)",4572.0,AS00000996,Own,equipment,11000.0,equity,11000.0
1301,1301,5000.0,2019-04-16,"Building (factory, office, reception…)",4572.0,AS00001773,Rent,,,,
1302,1302,60000.0,2022-02-28,Machinery,4572.0,AS00008240,Own,equipment,60000.0,equity,60000.0
1303,1303,33000.0,2021-01-04,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1304,1304,33000.0,2021-01-04,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1305,1305,33000.0,2021-01-04,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1306,1306,33000.0,2021-01-04,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1307,1307,33000.0,2021-01-04,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1308,1308,33000.0,,Machinery,4574.0,AS00001110,Own,equipment,33000.0,equity,33000.0
1309,1309,3000.0,2021-02-01,Machinery,4574.0,AS00001108,Own,equipment,3000.0,equity,3000.0
1310,1310,3000.0,,Machinery,4574.0,AS00001108,Own,equipment,3000.0,equity,3000.0
1311,1311,3000.0,2021-01-04,Machinery,4574.0,AS00001112,Own,equipment,3000.0,equity,3000.0
1312,1312,3000.0,,Machinery,4574.0,AS00001112,Own,equipment,3000.0,equity,3000.0
1313,1313,7000.0,2020-11-11,Machinery,4574.0,AS00001109,Own,equipment,7000.0,equity,7000.0
1314,1314,7000.0,,Machinery,4574.0,AS00001109,Own,equipment,7000.0,equity,7000.0
1315,1315,500.0,2021-01-18,"Furniture (office : desks, chairs, tables, cupboards..…)",4574.0,AS00001114,Own,equipment,500.0,equity,500.0
1316,1316,500.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4574.0,AS00001114,Own,equipment,500.0,equity,500.0
1317,1317,5000.0,2021-01-04,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1318,1318,5000.0,2021-01-04,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1319,1319,5000.0,2021-01-04,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1320,1320,5000.0,2021-01-04,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1321,1321,5000.0,2021-01-04,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1322,1322,5000.0,,Machinery,4574.0,AS00001111,Own,equipment,5000.0,equity,5000.0
1323,1323,350.0,2021-01-04,"Building (factory, office, reception…)",4574.0,AS00001113,Rent,,,,
1324,1324,350.0,2021-01-04,Machinery,4574.0,AS00001113,Rent,,,,
1325,1325,350.0,2021-01-04,Machinery,4574.0,AS00001113,Rent,,,,
1326,1326,350.0,,Machinery,4574.0,AS00001113,Rent,,,,
1327,1327,888.0,2015-06-19,"Building (factory, office, reception…)",4575.0,AS00001335,Rent,,,,
1328,1328,150000.0,2015-06-19,Machinery,4575.0,AS00001336,Own,equipment,150000.0,equity,150000.0
1329,1329,5000.0,2015-03-04,Machinery,4575.0,AS00001817,Own,equipment,5000.0,equity,5000.0
1330,1330,5000.0,2015-02-13,Machinery,4575.0,AS00001818,Own,equipment,5000.0,equity,5000.0
1331,1331,1500.0,2015-07-14,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001819,Own,equipment,1500.0,equity,1500.0
1332,1332,10000.0,2015-07-07,Machinery,4575.0,AS00001821,Own,equipment,10000.0,equity,10000.0
1333,1333,120.0,2016-03-16,Machinery,4575.0,AS00001820,Own,equipment,120.0,equity,120.0
1334,1334,120.0,,Machinery,4575.0,AS00001820,Own,equipment,120.0,equity,120.0
1335,1335,3500.0,2016-02-08,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001827,Own,equipment,3500.0,equity,3500.0
1336,1336,1500.0,2018-10-19,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001825,Own,equipment,1500.0,equity,1500.0
1337,1337,1500.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001825,Own,equipment,1500.0,equity,1500.0
1338,1338,500.0,2016-02-09,Machinery,4575.0,AS00001822,Own,equipment,500.0,equity,500.0
1339,1339,500.0,,Machinery,4575.0,AS00001822,Own,equipment,500.0,equity,500.0
1340,1340,6000.0,2017-06-08,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001826,Own,equipment,6000.0,equity,6000.0
1341,1341,6000.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001826,Own,equipment,6000.0,equity,6000.0
1342,1342,480.0,2018-01-10,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001824,Own,equipment,480.0,equity,480.0
1343,1343,480.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4575.0,AS00001824,Own,equipment,480.0,equity,480.0
1344,1344,1500.0,2017-08-14,Machinery,4575.0,AS00001823,Own,equipment,1500.0,equity,1500.0
1345,1345,1500.0,2017-08-14,Machinery,4575.0,AS00001823,Own,equipment,1500.0,equity,1500.0
1346,1346,1500.0,,Machinery,4575.0,AS00001823,Own,equipment,1500.0,equity,1500.0
1347,1347,1700.0,2013-05-13,"Building (factory, office, reception…)",4577.0,AS00001601,Rent,,,,
1348,1348,20000.0,2013-05-13,Machinery,4577.0,AS00001602,Own,equipment,20000.0,equity,20000.0
1349,1349,25000.0,2015-03-10,Machinery,4577.0,AS00001813,Own,equipment,25000.0,equity,25000.0
1350,1350,4000.0,2016-07-18,"Furniture (office : desks, chairs, tables, cupboards..…)",4577.0,AS00001814,Own,equipment,4000.0,equity,4000.0
1351,1351,3600.0,2017-05-09,"Furniture (office : desks, chairs, tables, cupboards..…)",4577.0,AS00001816,Own,equipment,3600.0,equity,3600.0
1352,1352,2400.0,2015-06-08,Machinery,4577.0,AS00001811,Own,equipment,2400.0,equity,2400.0
1353,1353,1500.0,2015-04-09,Machinery,4577.0,AS00001812,Own,equipment,1500.0,equity,1500.0
1354,1354,3600.0,2017-05-09,"Furniture (office : desks, chairs, tables, cupboards..…)",4577.0,AS00001815,Own,equipment,3600.0,equity,3600.0
1355,1355,200000.0,2004-12-01,"Electrical appliances (fan, vacuum cleaner...)",4578.0,AS00001466,Own,equipment,200000.0,equity,200000.0
1356,1356,5000.0,2004-12-06,"Furniture (office : desks, chairs, tables, cupboards..…)",4578.0,AS00001469,Own,equipment,5000.0,equity,5000.0
1357,1357,8000.0,2004-12-06,"Building (factory, office, reception…)",4578.0,AS00001471,Rent,,,,
1358,1358,160000.0,2004-12-01,Machinery,4578.0,AS00001234,Own,equipment,160000.0,equity,160000.0
1359,1359,100000.0,2004-12-01,Machinery,4578.0,AS00001465,Own,equipment,100000.0,equity,100000.0
1360,1360,105000.0,2004-12-06,"Electrical appliances (fan, vacuum cleaner...)",4578.0,AS00001467,Own,equipment,105000.0,equity,105000.0
1361,1361,10000.0,2004-12-06,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4578.0,AS00001470,Own,equipment,10000.0,equity,10000.0
1362,1362,1200000.0,2005-02-02,Other (specify),4578.0,AS00001468,Own,equipment,1200000.0,equity,1200000.0
1363,1363,1200000.0,2005-02-02,Other (specify),4578.0,AS00001468,Own,equipment,1200000.0,equity,1200000.0
1364,1364,1200000.0,2005-02-02,Other (specify),4578.0,AS00001468,Own,equipment,1200000.0,equity,1200000.0
1365,1365,150000.0,2018-04-21,Machinery,4579.0,AS00001561,Own,equipment,150000.0,equity,150000.0
1366,1366,250000.0,2018-04-21,Machinery,4579.0,AS00001562,Own,equipment,250000.0,equity,250000.0
1367,1367,30000.0,2018-04-21,Machinery,4579.0,AS00001565,Own,equipment,30000.0,equity,30000.0
1368,1368,20000.0,2018-04-21,"Electrical appliances (fan, vacuum cleaner...)",4579.0,AS00001566,Own,equipment,20000.0,equity,20000.0
1369,1369,11000.0,2018-04-21,"Computers (laptop, desktop, display, keyboard, mouse)",4579.0,AS00001568,Own,equipment,11000.0,equity,11000.0
1370,1370,70000.0,2018-04-21,"Office equipment (printer, scanner, external harddrive, calculator, till...)",4579.0,AS00001569,Own,equipment,70000.0,equity,70000.0
1371,1371,2000.0,2018-04-21,"Building (factory, office, reception…)",4579.0,AS00001570,Rent,,,,
1372,1372,60000.0,2018-04-21,Machinery,4579.0,AS00001564,Own,equipment,60000.0,equity,60000.0
1373,1373,100000.0,2018-04-21,Machinery,4579.0,AS00001563,Own,equipment,100000.0,equity,100000.0
1374,1374,150000.0,2018-04-21,"Furniture (office : desks, chairs, tables, cupboards..…)",4579.0,AS00001567,Own,equipment,150000.0,equity,150000.0
1375,1375,150000.0,,"Furniture (office : desks, chairs, tables, cupboards..…)",4579.0,AS00001567,Own,equipment,150000.0,equity,150000.0
1376,1376,150000.0,2018-07-06,Machinery,4580.0,AS00001486,Own,equipment,150000.0,equity,150000.0
1377,1377,18000.0,2020-11-24,Machinery,4580.0,AS00001488,Own,equipment,18000.0,equity,18000.0
1378,1378,6000.0,2018-06-14,Other (specify),4580.0,AS00001489,Own,equipment,6000.0,equity,6000.0
1379,1379,36000.0,2018-06-13,Other (specify),4580.0,AS00001487,Own,equipment,36000.0,equity,36000.0
1380,1380,500.0,2019-08-06,Machinery,4580.0,AS00003281,Rent,,,,
1381,1381,2500.0,2018-04-09,Machinery,4583.0,AS00001132,Own,equipment,2500.0,equity,2500.0
1382,1382,5000.0,2018-04-09,"Building (factory, office, reception…)",4583.0,AS00001121,Rent,,,,
1383,1383,5000.0,2018-04-09,"Building (factory, office, reception…)",4583.0,AS00001121,Rent,,,,
1384,1384,5000.0,2018-04-09,Machinery,4583.0,AS00001120,Own,equipment,5000.0,equity,5000.0
1385,1385,1000.0,2018-04-09,Machinery,4583.0,AS00001133,Own,equipment,1000.0,equity,1000.0
1386,1386,2500.0,2018-04-09,Machinery,4583.0,AS00001122,Own,equipment,2500.0,equity,2500.0
1387,1387,2500.0,2018-04-09,"Electrical appliances (fan, vacuum cleaner...)",4583.0,AS00001122,Own,equipment,2500.0,equity,2500.0
1388,1388,2500.0,2018-04-09,Machinery,4583.0,AS00001123,Own,equipment,2500.0,equity,2500.0
1389,1389,2500.0,2018-04-09,Machinery,4583.0,AS00001123,Own,equipment,2500.0,equity,2500.0
1390,1390,2500.0,2018-04-09,Machinery,4583.0,AS00001123,Own,equipment,2500.0,equity,2500.0
1391,1391,2500.0,2018-04-09,"Electrical appliances (fan, vacuum cleaner...)",4583.0,AS00001123,Own,equipment,2500.0,equity,2500.0
1392,1392,70000.0,2021-03-07,Machinery,4584.0,AS00000887,Own,equipment,70000.0,equity,70000.0
1393,1393,29000.0,2019-06-29,Machinery,4584.0,AS00001704,Own,equipment,29000.0,equity,29000.0
1394,1394,6000.0,2019-06-29,"Building (factory, office, reception…)",4584.0,AS00001705,Rent,,,,
1395,1395,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1396,1396,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1397,1397,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1398,1398,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1399,1399,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1400,1400,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1401,1401,4000.0,2019-06-28,Machinery,4584.0,AS00001703,Own,equipment,4000.0,equity,4000.0
1402,1402,70000.0,2014-12-24,Machinery,4608.0,AS00001248,Own,equipment,70000.0,equity,70000.0
1403,1403,70000.0,2014-12-24,Machinery,4608.0,AS00001248,Own,equipment,70000.0,equity,70000.0
1404,1404,70000.0,2014-12-24,Machinery,4608.0,AS00001248,Own,equipment,70000.0,equity,70000.0
1405,1405,70000.0,2014-12-24,Machinery,4608.0,AS00001248,Own,equipment,70000.0,equity,70000.0
1406,1406,70000.0,2014-12-24,Machinery,4608.0,AS00001248,Own,equipment,70000.0,equity,70000.0
